Producto Base ID,Recomendado ID,Recomendado Producto,Categoría,Sentimiento promedio
54,60,"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, Hexa-Core AMD Ryzen 5 7430U (Beat i7-1355U), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.3, Fingerprint Reader, Windows 11 Pro, AZ-XUT",laptops,0.1105555555555555
55,1,"HP 14 inch Laptop, HD Display, 12th Generation Intel Core i3-1215U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home in S Mode, 14-dq5009nr (2024)",laptops,0.0870509607351712
55,61,"HP Pavilion x360 14 inch Laptop, FHD Touchscreen, 13th Generation Intel Core i3-1315U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home, 14-ek1099nr (2024)",laptops,0.4091269841269842
55,32,"HP Chromebook 14 inch Laptop, FHD Display, Intel N100, 4 GB RAM, 64 GB eMMC, Intel UHD Graphics, Chrome OS 14a-nf0009nr (2024)",laptops,0.4439814814814815
55,27,"HP Featherlight Laptop with Wireless Earbuds, 16GB RAM, 64GB Storage and 500GB External Drive, 14'' HD Display, Thin & Portable, Webcam, HDMI, WiFi, USB, Snowflake, Windows 11, 1-Year Microsoft 365",laptops,0.3083333333333333
55,19,"HP Newest Flagship 14"" Laptop with Free AI-Powered Microsoft 365 | Bluetooth Earphones | 16GB RAM | 512GB External Drive & 128GB onboard Storage | Intel 4-Core Processor | 14"" HD Display | Windows 11",laptops,0.4621527777777778
56,25,"ASUS ROG Strix G16 (2024) Gaming Laptop, 16” 16:10 FHD 165Hz Display, NVIDIA® GeForce RTX™ 4060, Intel Core i7-13650HX, 16GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Windows 11, G614JV-AS74",laptops,0.207730317652115
56,39,"ASUS TUF Gaming A15 (2024) Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 2050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NF-ES51",laptops,0.2994406766073432
56,63,"ASUS TUF Gaming A15 (2024) Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 3050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NC-ES51",laptops,0.2994406766073432
56,18,"Dell 2024 Inspiron 16 Laptop, 16"" FHD+ Display, AMD Ryzen 7-8840U(8-Core), 32GB DDR5, 1TB SSD, Wi-Fi 6E, Backlit Keyboard, 1080p RGB Camera, Windows 11 Pro & Microsoft Office 2021, with Accessories",laptops,0.0929292929292929
56,283,"ASUS ROG G16CH (2024) Gaming Desktop PC, Intel® Core™ i7-14700F, NVIDIA® GeForce RTX™ 4060Ti Dual, 1TB PCIe® Gen4 SSD, 32GB DDR5 RAM, Windows 11, G16CHR-AS766Ti",pc_peripherals,0.2087466931216931
57,51,"ACEMAGIC Laptop, Newest Windows 11 Laptop Computer,16GB DDR4 512GB SSD Gaming Laptop, Quad-Core Processor, 15.6"" IPS 1080P PC,180° Open Angle,Long Battery Life,Metal Shell,WiFi,USB3.2, Type C",laptops,0.2190458589349718
57,50,"jumper Laptop Computer, 16GB RAM, 640GB Storage, Laptop with Office 365 One Year, Quad Core N95 CPU, 2.4G+5G WiFi, FHD 1920x1080 Display, 38WH Battery, 2 Speakers, Portable 15.6 Inch Laptops.",laptops,0.2804375640462597
57,12,"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",laptops,0.3358669108669108
57,59,"HP 17.3"" FHD Business Laptop 2024, 32GB RAM, 1TB SSD, 12th Gen Intel Core i3-1215U (6-Core, Beat i5-1135G7), Wi-Fi, Long Battery Life, Webcam, Numpad, Windows 11 Pro, KyyWee Accessories",laptops,0.3048794207741576
57,45,"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 20GB RAM, 1TB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",laptops,0.503465909090909
58,58,"Dell Inspiron 15 3520 15.6"" FHD Laptop, 32GB RAM,1TB SSD, Intel Core i3-1215U Processor(Beat i5-1135G7), SD Card Reader, WiFi, Bluetooth, Webcam, Win 11 Home, Alpacatec Accessories, Carbon Black",laptops,0.3993333333333334
58,53,"HP 17.3"" FHD Business Laptop Computer, 32GB RAM, 1TB PCIe SSD, 12th Intel 6-Core i3-1215U(Up to 4.4GHz, Beat i5-1125G4), Type-C, HDMI, Win 11 Home, WiFi, Webcam, Numpad, W/GM Accessories",laptops,0.3268709866522366
58,69,"HP 17.3"" FHD Business Laptop Computer, 32GB RAM, 1TB PCIe SSD, 12th Intel 6-Core i3-1215U(Up to 4.4GHz, Beat i5-1125G4), Type-C, HDMI, Win 11 Home, WiFi, Webcam, Numpad, W/GM Accessories",laptops,0.3268709866522366
58,29,"NIMO 15.6 FHD Laptop, Intel 6-Cores i3-1215U, 32GB RAM, 1TB SSD, (Beat i5-1135G7, Up to 4.4GHz), 65W Type-C, Fingerprint, Backlit Keyboard, IPS Business Laptop, Wi-Fi 6, Numpad, Win 11",laptops,0.2141470205395644
58,59,"HP 17.3"" FHD Business Laptop 2024, 32GB RAM, 1TB SSD, 12th Gen Intel Core i3-1215U (6-Core, Beat i5-1135G7), Wi-Fi, Long Battery Life, Webcam, Numpad, Windows 11 Pro, KyyWee Accessories",laptops,0.3048794207741576
59,53,"HP 17.3"" FHD Business Laptop Computer, 32GB RAM, 1TB PCIe SSD, 12th Intel 6-Core i3-1215U(Up to 4.4GHz, Beat i5-1125G4), Type-C, HDMI, Win 11 Home, WiFi, Webcam, Numpad, W/GM Accessories",laptops,0.3268709866522366
59,69,"HP 17.3"" FHD Business Laptop Computer, 32GB RAM, 1TB PCIe SSD, 12th Intel 6-Core i3-1215U(Up to 4.4GHz, Beat i5-1125G4), Type-C, HDMI, Win 11 Home, WiFi, Webcam, Numpad, W/GM Accessories",laptops,0.3268709866522366
59,29,"NIMO 15.6 FHD Laptop, Intel 6-Cores i3-1215U, 32GB RAM, 1TB SSD, (Beat i5-1135G7, Up to 4.4GHz), 65W Type-C, Fingerprint, Backlit Keyboard, IPS Business Laptop, Wi-Fi 6, Numpad, Win 11",laptops,0.2141470205395644
59,48,"Dell Inspiron 15 3520 15.6"" FHD Laptop, 32GB RAM,1TB SSD, Intel Core i3-1215U Processor(Beat i5-1135G7), SD Card Reader, WiFi, Bluetooth, Webcam, Win 11 Home, Alpacatec Accessories, Carbon Black",laptops,0.3993333333333334
59,58,"Dell Inspiron 15 3520 15.6"" FHD Laptop, 32GB RAM,1TB SSD, Intel Core i3-1215U Processor(Beat i5-1135G7), SD Card Reader, WiFi, Bluetooth, Webcam, Win 11 Home, Alpacatec Accessories, Carbon Black",laptops,0.3993333333333334
60,68,"HP Elitebook 650 G10 15.6"" FHD Business Laptop Computer, 13th Gen Intel 10-Core i7-1355U, 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6E, BT 5.3, Backlit KB, Fingerprint Reader, Windows 11 Pro, AZ-XUT Cable",laptops,0.3917171717171717
60,54,"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat i7-1065G7), 40GB RAM, 1TB SSD, RJ-45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black, Additional 1 Yr ADP",laptops,0.3210344632920391
60,66,"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat i7-1065G7), 40GB RAM, 1TB SSD, RJ-45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black, Additional 1 Yr ADP",laptops,0.3210344632920391
60,18,"Dell 2024 Inspiron 16 Laptop, 16"" FHD+ Display, AMD Ryzen 7-8840U(8-Core), 32GB DDR5, 1TB SSD, Wi-Fi 6E, Backlit Keyboard, 1080p RGB Camera, Windows 11 Pro & Microsoft Office 2021, with Accessories",laptops,0.0929292929292929
60,28,"DELL Inspiron 15 Touchscreen Laptop Computer for Business, 15.6"" FHD Anti-Glare Laptop, 13th Gen Intel Core i7-1355U(Up to 5GHz, 10 Cores), 32GB RAM, 1TB SSD, Wi-Fi 6, Win 11 Pro, with Wired Mouse",laptops,0.4456349206349206
61,1,"HP 14 inch Laptop, HD Display, 12th Generation Intel Core i3-1215U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home in S Mode, 14-dq5009nr (2024)",laptops,0.0870509607351712
61,32,"HP Chromebook 14 inch Laptop, FHD Display, Intel N100, 4 GB RAM, 64 GB eMMC, Intel UHD Graphics, Chrome OS 14a-nf0009nr (2024)",laptops,0.4439814814814815
61,55,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",laptops,-0.065625
61,6,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120 Processor, 16GB RAM, 64GB SSD, Intel UHD Graphics, 720p Webcam, WiFi, HDMI, Win 11 S, Gold (Renewed)",laptops,0.314484126984127
61,30,"Lenovo Essential Touchscreen Laptop | Ideapad 3i | 40GB RAM | 15.6"" FHD Touch Screen Display | 1TB SSD Storage | Intel Core i3 Processor | Windows 11 Pro | Business and Home Lover Laptop",laptops,0.5333333333333333
62,64,"ASUS Vivobook S 14 OLED Laptop, Intel Core Ultra 9 185H, 16GB, 1TB SSD, Neutral Black, S5406MA-AS96, Intel Evo Edition",laptops,0.2084721905774537
62,8,"Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",laptops,0.3033333333333333
62,30,"Lenovo Essential Touchscreen Laptop | Ideapad 3i | 40GB RAM | 15.6"" FHD Touch Screen Display | 1TB SSD Storage | Intel Core i3 Processor | Windows 11 Pro | Business and Home Lover Laptop",laptops,0.5333333333333333
62,19,"HP Newest Flagship 14"" Laptop with Free AI-Powered Microsoft 365 | Bluetooth Earphones | 16GB RAM | 512GB External Drive & 128GB onboard Storage | Intel 4-Core Processor | 14"" HD Display | Windows 11",laptops,0.4621527777777778
62,21,"Acer Aspire Go 15 Slim Laptop | 15.6"" Full HD IPS 1080P Display | Intel Core i3-N305| Intel UHD Graphics | 8GB LPDDR5 | 128GB HD | Wi-Fi 6 | AI PC | Windows 11 Home in S Mode | AG15-31P-3947",laptops,0.3068210043806169
63,39,"ASUS TUF Gaming A15 (2024) Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 2050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NF-ES51",laptops,0.2994406766073432
63,56,"ASUS TUF Gaming A16 (2024) Gaming Laptop, 16” QHD+ 165Hz 16:10 Display, AMD Ryzen™ 9 7940HX, NVIDIA® GeForce RTX™ 4070, 16GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 6, Windows 11, FA607PI-AS94",laptops,0.1754960317460317
63,25,"ASUS ROG Strix G16 (2024) Gaming Laptop, 16” 16:10 FHD 165Hz Display, NVIDIA® GeForce RTX™ 4060, Intel Core i7-13650HX, 16GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Windows 11, G614JV-AS74",laptops,0.207730317652115
63,36,"Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-51H9",laptops,0.2649087556663314
63,283,"ASUS ROG G16CH (2024) Gaming Desktop PC, Intel® Core™ i7-14700F, NVIDIA® GeForce RTX™ 4060Ti Dual, 1TB PCIe® Gen4 SSD, 32GB DDR5 RAM, Windows 11, G16CHR-AS766Ti",pc_peripherals,0.2087466931216931
64,62,"LG gram 15-inch Lightweight Laptop, Intel Evo Edition - AI-enabled Intel Core Ultra 7 Processor, Windows 11 Home, 16GB RAM, 512GB SSD, Touch IPS Display, Black",laptops,0.2071428571428571
64,70,"ASUS 2024 Vivobook 17.3” Laptop, FHD Display, Intel Core 5 120U, 16GB RAM, 1TB SSD, Fingerprint Sensor, HD Front Camera, Windows 11 Home; Cool Silver, F1704VAP-AS56",laptops,0.2937566137566137
64,4,"ASUS 15.6” Vivobook Go Laptop, Intel Dual Core N4500, 4GB RAM, 128GB SSD, Windows 11 in S Mode, Star Black, L510KA-ES04",laptops,0.5114814814814814
64,3,"ASUS 2024 Vivobook Go 11.6” HD Laptop, Intel Dual Core N4500, Intel Graphics, 4GB, 128GB, Windows 11 Home in S Mode, Star Black, L210KA-ES04",laptops,0.1078333333333333
64,8,"Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",laptops,0.3033333333333333
65,65,"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 20GB RAM, 1TB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",laptops,0.503465909090909
65,14,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",laptops,0.070780286030439
65,12,"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",laptops,0.3358669108669108
65,8,"Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",laptops,0.3033333333333333
65,30,"Lenovo Essential Touchscreen Laptop | Ideapad 3i | 40GB RAM | 15.6"" FHD Touch Screen Display | 1TB SSD Storage | Intel Core i3 Processor | Windows 11 Pro | Business and Home Lover Laptop",laptops,0.5333333333333333
66,66,"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat i7-1065G7), 40GB RAM, 1TB SSD, RJ-45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black, Additional 1 Yr ADP",laptops,0.3210344632920391
66,8,"Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",laptops,0.3033333333333333
66,45,"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 20GB RAM, 1TB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",laptops,0.503465909090909
66,65,"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 20GB RAM, 1TB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",laptops,0.503465909090909
66,60,"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, Hexa-Core AMD Ryzen 5 7430U (Beat i7-1355U), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.3, Fingerprint Reader, Windows 11 Pro, AZ-XUT",laptops,0.1105555555555555
67,37,"Dell XPS 13 9340 Business Laptop - 13.4"" OLED, Intel 16 Core Ultra 7 155H, 32GB DDR5, 512GB SSD, Windows 11 Pro, Microsoft Office Lifetime License, Backlit Keyboard, Wi-Fi 7",laptops,0.0
67,19,"HP Newest Flagship 14"" Laptop with Free AI-Powered Microsoft 365 | Bluetooth Earphones | 16GB RAM | 512GB External Drive & 128GB onboard Storage | Intel 4-Core Processor | 14"" HD Display | Windows 11",laptops,0.4621527777777778
67,17,"HP AI-Powered Laptop with Microsoft Office and 1TB Cloud Storage included for 1-Year| 14"" HD Computer| 16GB RAM| 128GB SSD & 512GB Card & 128GB Portable SSD| Intel 4-Core CPU| Webcam| Win11| LE Bundle",laptops,0.0
67,30,"Lenovo Essential Touchscreen Laptop | Ideapad 3i | 40GB RAM | 15.6"" FHD Touch Screen Display | 1TB SSD Storage | Intel Core i3 Processor | Windows 11 Pro | Business and Home Lover Laptop",laptops,0.5333333333333333
67,13,"HP Flagship Touchscreen Laptop Computer • Win 11 Pro • 2024 Office Lifetime License • CD/DVD Drive • 15.6"" Full HD Touchscreen • Intel i3 1215U • Wi-Fi 5 • Anti-Glare HD Display(16G RAM • 512GB SSD)",laptops,0.4541232638888888
68,60,"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, Hexa-Core AMD Ryzen 5 7430U (Beat i7-1355U), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.3, Fingerprint Reader, Windows 11 Pro, AZ-XUT",laptops,0.1105555555555555
68,28,"DELL Inspiron 15 Touchscreen Laptop Computer for Business, 15.6"" FHD Anti-Glare Laptop, 13th Gen Intel Core i7-1355U(Up to 5GHz, 10 Cores), 32GB RAM, 1TB SSD, Wi-Fi 6, Win 11 Pro, with Wired Mouse",laptops,0.4456349206349206
68,52,"HP Newest 8-Core Laptop, 17.3"" FHD Display, Fingerprint Reader, 32GB RAM, 1TB SSD, Intel i3 Processor, HDMI, Webam, Type C, Windows 11, Large Screen and Fast Processor for All",laptops,0.2987133237133237
68,59,"HP 17.3"" FHD Business Laptop 2024, 32GB RAM, 1TB SSD, 12th Gen Intel Core i3-1215U (6-Core, Beat i5-1135G7), Wi-Fi, Long Battery Life, Webcam, Numpad, Windows 11 Pro, KyyWee Accessories",laptops,0.3048794207741576
68,53,"HP 17.3"" FHD Business Laptop Computer, 32GB RAM, 1TB PCIe SSD, 12th Intel 6-Core i3-1215U(Up to 4.4GHz, Beat i5-1125G4), Type-C, HDMI, Win 11 Home, WiFi, Webcam, Numpad, W/GM Accessories",laptops,0.3268709866522366
69,69,"HP 17.3"" FHD Business Laptop Computer, 32GB RAM, 1TB PCIe SSD, 12th Intel 6-Core i3-1215U(Up to 4.4GHz, Beat i5-1125G4), Type-C, HDMI, Win 11 Home, WiFi, Webcam, Numpad, W/GM Accessories",laptops,0.3268709866522366
69,59,"HP 17.3"" FHD Business Laptop 2024, 32GB RAM, 1TB SSD, 12th Gen Intel Core i3-1215U (6-Core, Beat i5-1135G7), Wi-Fi, Long Battery Life, Webcam, Numpad, Windows 11 Pro, KyyWee Accessories",laptops,0.3048794207741576
69,29,"NIMO 15.6 FHD Laptop, Intel 6-Cores i3-1215U, 32GB RAM, 1TB SSD, (Beat i5-1135G7, Up to 4.4GHz), 65W Type-C, Fingerprint, Backlit Keyboard, IPS Business Laptop, Wi-Fi 6, Numpad, Win 11",laptops,0.2141470205395644
69,48,"Dell Inspiron 15 3520 15.6"" FHD Laptop, 32GB RAM,1TB SSD, Intel Core i3-1215U Processor(Beat i5-1135G7), SD Card Reader, WiFi, Bluetooth, Webcam, Win 11 Home, Alpacatec Accessories, Carbon Black",laptops,0.3993333333333334
69,58,"Dell Inspiron 15 3520 15.6"" FHD Laptop, 32GB RAM,1TB SSD, Intel Core i3-1215U Processor(Beat i5-1135G7), SD Card Reader, WiFi, Bluetooth, Webcam, Win 11 Home, Alpacatec Accessories, Carbon Black",laptops,0.3993333333333334
70,5,"HP 17 Laptop, 17.3"" HD+ Touchscreen Display, 12th Gen Intel Core i7-1255U, 64GB RAM, 2TB SSD, Webcam, HDMI, SuperSpeed USB Ports, Wi-Fi 6, Windows 11 Home, Silver",laptops,0.4140277777777778
70,3,"ASUS 2024 Vivobook Go 11.6” HD Laptop, Intel Dual Core N4500, Intel Graphics, 4GB, 128GB, Windows 11 Home in S Mode, Star Black, L210KA-ES04",laptops,0.1078333333333333
70,52,"HP Newest 8-Core Laptop, 17.3"" FHD Display, Fingerprint Reader, 32GB RAM, 1TB SSD, Intel i3 Processor, HDMI, Webam, Type C, Windows 11, Large Screen and Fast Processor for All",laptops,0.2987133237133237
70,8,"Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",laptops,0.3033333333333333
70,4,"ASUS 15.6” Vivobook Go Laptop, Intel Dual Core N4500, 4GB RAM, 128GB SSD, Windows 11 in S Mode, Star Black, L510KA-ES04",laptops,0.5114814814814814
71,72,"Logitech G29 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for PS5, PS4, PC, Mac - Black",gaming_accessories,0.2438013362725344
71,77,"Logitech G Driving Force Shifter – Compatible with G29, G920 & G923 Racing Wheels for-PlayStation 5, Playstation 4, Xbox-Series X|S, Xbox-One, and-PC",gaming_accessories,0.3019813519813519
71,141,GTPLAYER Sim Racing Wheel Stand Simulator Cockpit Wheel Stand Racing Steering Shifter Mount fit for Logitech G25 G27 G29 G920 G923 Thrustmaster T330TS Gaming Stand Wheel Pedals NOT Included (Black),gaming_accessories,0.0435147392290249
71,135,Racing Wheel Overdrive Designed for Xbox Series X|S By HORI - Officially Licensed by Microsoft,gaming_accessories,0.125
71,252,DIWANGUS Racing Simulator Cockpit Steering Wheel Stand with Seat Gaming Chair Sim Racing Cockpit for G29 G920 G923 G27 G25 T248X T248 T300RS T150 458 TX Xbox PS4 PS5 PC Accessories,gaming_accessories,0.2633849438410842
72,71,"Logitech G920 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for Xbox Series X|S, Xbox One, PC, Mac - Black",gaming_accessories,0.1349902806598676
72,141,GTPLAYER Sim Racing Wheel Stand Simulator Cockpit Wheel Stand Racing Steering Shifter Mount fit for Logitech G25 G27 G29 G920 G923 Thrustmaster T330TS Gaming Stand Wheel Pedals NOT Included (Black),gaming_accessories,0.0435147392290249
72,77,"Logitech G Driving Force Shifter – Compatible with G29, G920 & G923 Racing Wheels for-PlayStation 5, Playstation 4, Xbox-Series X|S, Xbox-One, and-PC",gaming_accessories,0.3019813519813519
72,252,DIWANGUS Racing Simulator Cockpit Steering Wheel Stand with Seat Gaming Chair Sim Racing Cockpit for G29 G920 G923 G27 G25 T248X T248 T300RS T150 458 TX Xbox PS4 PS5 PC Accessories,gaming_accessories,0.2633849438410842
72,135,Racing Wheel Overdrive Designed for Xbox Series X|S By HORI - Officially Licensed by Microsoft,gaming_accessories,0.125
73,110,"Foot Rest for Under Desk at Work, Comfortable Foot Stool with 2 Adjustable Heights, Footrest with Washable Cover, for Back & Hip Pain Relief, Suitable for Office, Home and Car (Black)",gaming_accessories,0.2378373015873016
73,242,"Snailax Foot Rest Under Desk at Work, Heated Under Desk Foot Stool with Double Layer Adjustable Height, Feet Warmer with Vibration Massage, Ergonomic Gaming Home Footstool for Lumbar Back Knee Pain",gaming_accessories,0.1457665945165945
73,226,Qloud Cloud Wrist Rest Keyboard – Cloud Palm Rest Keyboard Rest Desk Cloud Wrist Pad – Keyboard Wrist Rest for Computer Keyboard Gaming Wrist Rest Cloud Arm Rest Keyboard Wrist Pad - Matte Black,gaming_accessories,0.3609920634920635
73,241,"JIKIOU Upgrade Leather Cloud Keyboard Wrist Rest, Cloud Wrist Rest with Non-Slip PU Base, Comfortable Memory Foam Wrist Rest for Computer Laptop Mac Gaming Office and Pain Relief Wish Gift",gaming_accessories,0.0908112874779541
73,102,"Clamp-on Desk Pegboard, Steel Desktop Organizer Magnetic Metal Peg Board for Gaming & Office, Standing Desk Accessories, No-Drill (Black)",gaming_accessories,0.2307843137254902
74,107,"RGB Light Bar,Smart LED Light Bar for Room,16 Million Colors,Three Control Modes,Dynamic Music Sync Mode,213 Preset Modes,USB Interface（Without Adapter）",gaming_accessories,0.1835778419111752
74,82,"MATICOD LED Lights for TV Led Backlight, 9.84ft RGB Led Strip Lights USB TV Lights Behind 32-43in TV, APP Remote Control Music Sync TV Led Lights for Bedroom",gaming_accessories,0.3129227053140096
74,236,"KSIPZE 100ft Led Strip Lights RGB Music Sync Color Changing,Bluetooth Led Lights with Smart App Control Remote,Led Lights for Bedroom Room Lighting Flexible Home Décor",gaming_accessories,0.356212962962963
74,175,"Govee RGBIC Floor Lamp, LED Corner Lamp Works with Alexa, 1000 Lumen Smart Modern Floor Lamp with Music Sync and 16 Million DIY Colors, Color Changing Standing Floor Lamp for Bedroom Living Room Black",gaming_accessories,0.3403351449275362
74,169,"TV Backlights, 13.1FT LED Lights for 32-65 Inch TV, RGB TV LED Lights Behind, Music Sync Bluetooth APP and Remote Control TV LED Strip Lights USB Powered for Gaming/Bedroom",gaming_accessories,0.3691319444444444
75,225,"Exquisite Gaming: Star Wars: Darth Vader - Original Mobile Phone & Gaming Controller Holder, Device Stand, Cable Guys, Licensed Figure (Multi-colored)",gaming_accessories,0.5190476190476191
75,210,"Exquisite Gaming: Halo: Master Chief - Mobile Phone & Gaming Controller Holder, Device Stand, Cable Guys, Xbox Licensed Figure, Green",gaming_accessories,0.2913773148148148
75,133,Gaming Controller Holder One More Life | Controller Holder Figure | Headphone Stand & Controller | Gaming Accessories for Desk | Gamer Gifts | Halloween Decorations,gaming_accessories,0.2869204695767196
75,198,"KDD Headphone Stand, Controller Holder & Headset Holder for Desk, Earphone Stand with Aluminum Supporting Bar, Universal Storage Organizer Headphones/Controller/Switch/Mobile Phone",gaming_accessories,0.1886630042028034
75,123,"3-in-1 PC Gaming Headset&Controller Holder - EURPMASK Headphone Stand w/Adjustable Clamp&2 Controller Holder&Rotating Arm&Cable Organizer, Universal PC Gaming Accessory Controller Headset Stand-Black",gaming_accessories,0.0728174603174603
76,87,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",gaming_accessories,0.2523660843513785
76,272,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",pc_peripherals,0.2523660843513785
76,303,"DAREU Wireless Gaming Mouse with Charging Dock Rechargeable RGB,12K DPI,7 Programmable Buttons High-Precision Sensor [300IPS] [1000Hz] for PC Notebook Mac",pc_peripherals,0.3200571775759745
76,314,"DAREU Wireless Gaming Mouse with Charging Dock Rechargeable RGB,12K DPI,7 Programmable Buttons High-Precision Sensor [300IPS] [1000Hz] for PC Notebook Mac",pc_peripherals,0.2959031371719341
76,109,"Logitech G502 X Plus Lightspeed Wireless Optical Mouse - LIGHTFORCE hybrid switches, LIGHTSYNC RGB, HERO 25K gaming sensor, compatible with PC - macOS/Windows - Black",gaming_accessories,0.2326865602127301
77,71,"Logitech G920 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for Xbox Series X|S, Xbox One, PC, Mac - Black",gaming_accessories,0.1349902806598676
77,72,"Logitech G29 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for PS5, PS4, PC, Mac - Black",gaming_accessories,0.2438013362725344
